"Order","Family","Genus","species","Scientific name","English name"
"Passeriformes","Furnariidae","Synallaxis","albescens","Synallaxis albescens","Pale-breasted Spinetail"
"Passeriformes","Furnariidae","Synallaxis","frontalis","Synallaxis frontalis","Sooty-fronted Spinetail"
"Passeriformes","Furnariidae","Synallaxis","azarae","Synallaxis azarae","Azara's Spinetail"
"Passeriformes","Furnariidae","Synallaxis","courseni","Synallaxis courseni","Apurimac Spinetail"
"Passeriformes","Furnariidae","Synallaxis","candei","Synallaxis candei","White-whiskered Spinetail"
"Passeriformes","Furnariidae","Synallaxis","kollari","Synallaxis kollari","Hoary-throated Spinetail"
"Passeriformes","Furnariidae","Synallaxis","tithys","Synallaxis tithys","Blackish-headed Spinetail"
"Passeriformes","Furnariidae","Synallaxis","fuscorufa","Synallaxis fuscorufa","Rusty-headed Spinetail"
"Passeriformes","Furnariidae","Synallaxis","unirufa","Synallaxis unirufa","Rufous Spinetail"
"Passeriformes","Furnariidae","Synallaxis","castanea","Synallaxis castanea","Black-throated Spinetail"
"Passeriformes","Furnariidae","Synallaxis","cinnamomea","Synallaxis cinnamomea","Stripe-breasted Spinetail"
"Passeriformes","Furnariidae","Synallaxis","rutilans","Synallaxis rutilans","Ruddy Spinetail"
"Passeriformes","Furnariidae","Synallaxis","cherriei","Synallaxis cherriei","Chestnut-throated Spinetail"
"Passeriformes","Pipridae","Protopelma","chrysolophum","Protopelma chrysolophum","Serra do Mar Tyrant-Manakin"
"Passeriformes","Pipridae","Tyranneutes","stolzmanni","Tyranneutes stolzmanni","Dwarf Tyrant-Manakin"
"Passeriformes","Pipridae","Tyranneutes","virescens","Tyranneutes virescens","Tiny Tyrant-Manakin"
"Passeriformes","Pipridae","Neopelma","pallescens","Neopelma pallescens","Pale-bellied Tyrant-Manakin"
"Passeriformes","Pipridae","Neopelma","chrysocephalum","Neopelma chrysocephalum","Saffron-crested Tyrant-Manakin"
"Passeriformes","Pipridae","Neopelma","aurifrons","Neopelma aurifrons","Wied's Tyrant-Manakin"
"Passeriformes","Pipridae","Neopelma","sulphureiventer","Neopelma sulphureiventer","Sulphur-bellied Tyrant-Manakin"
"Passeriformes","Pipridae","Chloropipo","flavicapilla","Chloropipo flavicapilla","Yellow-headed Manakin"
"Passeriformes","Pipridae","Chloropipo","unicolor","Chloropipo unicolor","Jet Manakin"
"Passeriformes","Pipridae","Chiroxiphia","boliviana","Chiroxiphia boliviana","Yungas Manakin"
"Passeriformes","Pipridae","Chiroxiphia","pareola","Chiroxiphia pareola","Blue-backed Manakin"
"Passeriformes","Pipridae","Chiroxiphia","lanceolata","Chiroxiphia lanceolata","Lance-tailed Manakin"
"Passeriformes","Pipridae","Chiroxiphia","caudata","Chiroxiphia caudata","Swallow-tailed Manakin"
"Passeriformes","Pipridae","Chiroxiphia","bokermanni","Chiroxiphia bokermanni","Araripe Manakin"
"Passeriformes","Pipridae","Chiroxiphia","galeata","Chiroxiphia galeata","Helmeted Manakin"
"Passeriformes","Pipridae","Ilicura","militaris","Ilicura militaris","Pin-tailed Manakin"
"Passeriformes","Pipridae","Masius","chrysopterus","Masius chrysopterus","Golden-winged Manakin"
"Passeriformes","Pipridae","Corapipo","altera","Corapipo altera","White-ruffed Manakin"
"Passeriformes","Pipridae","Corapipo","leucorrhoa","Corapipo leucorrhoa","White-bibbed Manakin"
"Passeriformes","Pipridae","Corapipo","gutturalis","Corapipo gutturalis","White-throated Manakin"
"Passeriformes","Pipridae","Xenopipo","uniformis","Xenopipo uniformis","Olive Manakin"
"Passeriformes","Pipridae","Xenopipo","atronitens","Xenopipo atronitens","Black Manakin"
"Passeriformes","Pipridae","Cryptopipo","holochlora","Cryptopipo holochlora","Green Manakin"
"Passeriformes","Pipridae","Lepidothrix","velutina","Lepidothrix velutina","Velvety Manakin"
"Passeriformes","Pipridae","Lepidothrix","coronata","Lepidothrix coronata","Blue-capped Manakin"
"Passeriformes","Pipridae","Lepidothrix","nattereri","Lepidothrix nattereri","Snow-capped Manakin"
"Passeriformes","Pipridae","Lepidothrix","vilasboasi","Lepidothrix vilasboasi","Golden-crowned Manakin"
"Passeriformes","Pipridae","Lepidothrix","iris","Lepidothrix iris","Opal-crowned Manakin"
"Passeriformes","Pipridae","Lepidothrix","suavissima","Lepidothrix suavissima","Orange-bellied Manakin"
"Passeriformes","Pipridae","Lepidothrix","serena","Lepidothrix serena","White-fronted Manakin"
"Passeriformes","Pipridae","Lepidothrix","isidorei","Lepidothrix isidorei","Blue-rumped Manakin"
"Passeriformes","Pipridae","Lepidothrix","coeruleocapilla","Lepidothrix coeruleocapilla","Cerulean-capped Manakin"
"Passeriformes","Pipridae","Heterocercus","aurantiivertex","Heterocercus aurantiivertex","Orange-crowned Manakin"
"Passeriformes","Pipridae","Heterocercus","flavivertex","Heterocercus flavivertex","Yellow-crowned Manakin"
"Passeriformes","Pipridae","Heterocercus","linteatus","Heterocercus linteatus","Flame-crowned Manakin"
"Passeriformes","Pipridae","Manacus","manacus","Manacus manacus","White-bearded Manakin"
"Passeriformes","Pipridae","Pipra","aureola","Pipra aureola","Crimson-hooded Manakin"
"Passeriformes","Pipridae","Pipra","filicauda","Pipra filicauda","Wire-tailed Manakin"
"Passeriformes","Pipridae","Pipra","fasciicauda","Pipra fasciicauda","Band-tailed Manakin"
"Passeriformes","Pipridae","Machaeropterus","deliciosus","Machaeropterus deliciosus","Club-winged Manakin"
"Passeriformes","Pipridae","Machaeropterus","striolatus","Machaeropterus striolatus","Striolated Manakin"
"Passeriformes","Pipridae","Machaeropterus","eckelberryi","Machaeropterus eckelberryi","Painted Manakin"
"Passeriformes","Pipridae","Machaeropterus","regulus","Machaeropterus regulus","Kinglet Manakin"
"Passeriformes","Pipridae","Machaeropterus","pyrocephalus","Machaeropterus pyrocephalus","Fiery-capped Manakin"
"Passeriformes","Pipridae","Pseudopipra","pipra","Pseudopipra pipra","White-crowned Manakin"
"Passeriformes","Pipridae","Ceratopipra","cornuta","Ceratopipra cornuta","Scarlet-horned Manakin"
"Passeriformes","Pipridae","Ceratopipra","mentalis","Ceratopipra mentalis","Red-capped Manakin"
"Passeriformes","Pipridae","Ceratopipra","erythrocephala","Ceratopipra erythrocephala","Golden-headed Manakin"
"Passeriformes","Pipridae","Ceratopipra","rubrocapilla","Ceratopipra rubrocapilla","Red-headed Manakin"
"Passeriformes","Pipridae","Ceratopipra","chloromeros","Ceratopipra chloromeros","Round-tailed Manakin"
"Passeriformes","Cotingidae","Carpornis","cucullata","Carpornis cucullata","Hooded Berryeater"
"Passeriformes","Cotingidae","Carpornis","melanocephala","Carpornis melanocephala","Black-headed Berryeater"
"Passeriformes","Cotingidae","Pipreola","riefferii","Pipreola riefferii","Green-and-black Fruiteater"
"Passeriformes","Cotingidae","Pipreola","intermedia","Pipreola intermedia","Band-tailed Fruiteater"
"Passeriformes","Cotingidae","Pipreola","arcuata","Pipreola arcuata","Barred Fruiteater"
"Passeriformes","Cotingidae","Pipreola","aureopectus","Pipreola aureopectus","Golden-breasted Fruiteater"
"Passeriformes","Cotingidae","Pipreola","jucunda","Pipreola jucunda","Orange-breasted Fruiteater"
"Passeriformes","Cotingidae","Pipreola","lubomirskii","Pipreola lubomirskii","Black-chested Fruiteater"
"Passeriformes","Cotingidae","Pipreola","pulchra","Pipreola pulchra","Masked Fruiteater"
"Passeriformes","Cotingidae","Pipreola","frontalis","Pipreola frontalis","Scarlet-breasted Fruiteater"
"Passeriformes","Cotingidae","Pipreola","chlorolepidota","Pipreola chlorolepidota","Fiery-throated Fruiteater"
"Passeriformes","Cotingidae","Pipreola","formosa","Pipreola formosa","Handsome Fruiteater"
"Passeriformes","Cotingidae","Pipreola","whitelyi","Pipreola whitelyi","Red-banded Fruiteater"
"Passeriformes","Cotingidae","Ampelioides","tschudii","Ampelioides tschudii","Scaled Fruiteater"
"Passeriformes","Cotingidae","Zaratornis","stresemanni","Zaratornis stresemanni","White-cheeked Cotinga"
"Passeriformes","Cotingidae","Phytotoma","raimondii","Phytotoma raimondii","Peruvian Plantcutter"
"Passeriformes","Cotingidae","Phytotoma","rutila","Phytotoma rutila","White-tipped Plantcutter"
"Passeriformes","Cotingidae","Phytotoma","rara","Phytotoma rara","Rufous-tailed Plantcutter"
"Passeriformes","Cotingidae","Phibalura","flavirostris","Phibalura flavirostris","Swallow-tailed Cotinga"
"Passeriformes","Cotingidae","Doliornis","remseni","Doliornis remseni","Chestnut-bellied Cotinga"
"Passeriformes","Cotingidae","Doliornis","sclateri","Doliornis sclateri","Bay-vented Cotinga"
"Passeriformes","Cotingidae","Ampelion","rubrocristatus","Ampelion rubrocristatus","Red-crested Cotinga"
"Passeriformes","Cotingidae","Ampelion","rufaxilla","Ampelion rufaxilla","Chestnut-crested Cotinga"
"Passeriformes","Cotingidae","Phoenicircus","carnifex","Phoenicircus carnifex","Guianan Red-Cotinga"
"Passeriformes","Cotingidae","Phoenicircus","nigricollis","Phoenicircus nigricollis","Black-necked Red-Cotinga"
"Passeriformes","Cotingidae","Rupicola","rupicola","Rupicola rupicola","Guianan Cock-of-the-rock"
"Passeriformes","Cotingidae","Rupicola","peruvianus","Rupicola peruvianus","Andean Cock-of-the-rock"
"Passeriformes","Cotingidae","Snowornis","subalaris","Snowornis subalaris","Gray-tailed Piha"
"Passeriformes","Cotingidae","Snowornis","cryptolophus","Snowornis cryptolophus","Olivaceous Piha"
"Passeriformes","Cotingidae","Haematoderus","militaris","Haematoderus militaris","Crimson Fruitcrow"
"Passeriformes","Cotingidae","Querula","purpurata","Querula purpurata","Purple-throated Fruitcrow"
"Passeriformes","Cotingidae","Pyroderus","scutatus","Pyroderus scutatus","Red-ruffed Fruitcrow"
"Passeriformes","Cotingidae","Cephalopterus","ornatus","Cephalopterus ornatus","Amazonian Umbrellabird"
"Passeriformes","Cotingidae","Cephalopterus","penduliger","Cephalopterus penduliger","Long-wattled Umbrellabird"
"Passeriformes","Cotingidae","Perissocephalus","tricolor","Perissocephalus tricolor","Capuchinbird"
"Passeriformes","Cotingidae","Cotinga","nattererii","Cotinga nattererii","Blue Cotinga"
"Passeriformes","Cotingidae","Cotinga","maynana","Cotinga maynana","Plum-throated Cotinga"
"Passeriformes","Cotingidae","Cotinga","cotinga","Cotinga cotinga","Purple-breasted Cotinga"
"Passeriformes","Cotingidae","Cotinga","maculata","Cotinga maculata","Banded Cotinga"
"Passeriformes","Cotingidae","Cotinga","cayana","Cotinga cayana","Spangled Cotinga"
"Passeriformes","Cotingidae","Lipaugus","unirufus","Lipaugus unirufus","Rufous Piha"
"Passeriformes","Cotingidae","Lipaugus","streptophorus","Lipaugus streptophorus","Rose-collared Piha"
"Passeriformes","Cotingidae","Lipaugus","vociferans","Lipaugus vociferans","Screaming Piha"
"Passeriformes","Cotingidae","Lipaugus","lanioides","Lipaugus lanioides","Cinnamon-vented Piha"
"Passeriformes","Cotingidae","Lipaugus","ater","Lipaugus ater","Black-and-gold Cotinga"
"Passeriformes","Cotingidae","Lipaugus","conditus","Lipaugus conditus","Gray-winged Cotinga"
"Passeriformes","Cotingidae","Lipaugus","weberi","Lipaugus weberi","Chestnut-capped Piha"
"Passeriformes","Cotingidae","Lipaugus","fuscocinereus","Lipaugus fuscocinereus","Dusky Piha"
"Passeriformes","Cotingidae","Lipaugus","uropygialis","Lipaugus uropygialis","Scimitar-winged Piha"
"Passeriformes","Cotingidae","Procnias","albus","Procnias albus","White Bellbird"
"Passeriformes","Cotingidae","Procnias","averano","Procnias averano","Bearded Bellbird"
"Passeriformes","Cotingidae","Procnias","nudicollis","Procnias nudicollis","Bare-throated Bellbird"
"Passeriformes","Cotingidae","Porphyrolaema","porphyrolaema","Porphyrolaema porphyrolaema","Purple-throated Cotinga"
"Passeriformes","Cotingidae","Carpodectes","hopkei","Carpodectes hopkei","Black-tipped Cotinga"
"Passeriformes","Cotingidae","Xipholena","punicea","Xipholena punicea","Pompadour Cotinga"
"Passeriformes","Cotingidae","Xipholena","lamellipennis","Xipholena lamellipennis","White-tailed Cotinga"
"Passeriformes","Cotingidae","Xipholena","atropurpurea","Xipholena atropurpurea","White-winged Cotinga"
"Passeriformes","Cotingidae","Gymnoderus","foetidus","Gymnoderus foetidus","Bare-necked Fruitcrow"
"Passeriformes","Cotingidae","Conioptilon","mcilhennyi","Conioptilon mcilhennyi","Black-faced Cotinga"
"Passeriformes","Tityridae","Tityra","leucura","Tityra leucura","White-tailed Tityra"
"Passeriformes","Tityridae","Tityra","inquisitor","Tityra inquisitor","Black-crowned Tityra"
"Passeriformes","Tityridae","Tityra","cayana","Tityra cayana","Black-tailed Tityra"
"Passeriformes","Tityridae","Tityra","semifasciata","Tityra semifasciata","Masked Tityra"
"Passeriformes","Tityridae","Schiffornis","major","Schiffornis major","Varzea Schiffornis"
"Passeriformes","Tityridae","Schiffornis","veraepacis","Schiffornis veraepacis","Northern Schiffornis"
"Passeriformes","Tityridae","Schiffornis","aenea","Schiffornis aenea","Foothill Schiffornis"
"Passeriformes","Tityridae","Schiffornis","olivacea","Schiffornis olivacea","Olivaceous Schiffornis"
"Passeriformes","Tityridae","Schiffornis","stenorhyncha","Schiffornis stenorhyncha","Russet-winged Schiffornis"
"Passeriformes","Tityridae","Schiffornis","turdina","Schiffornis turdina","Brown-winged Schiffornis"
"Passeriformes","Tityridae","Schiffornis","virescens","Schiffornis virescens","Greenish Schiffornis"
"Passeriformes","Tityridae","Laniocera","rufescens","Laniocera rufescens","Speckled Mourner"
"Passeriformes","Tityridae","Laniocera","hypopyrra","Laniocera hypopyrra","Cinereous Mourner"
"Passeriformes","Tityridae","Iodopleura","isabellae","Iodopleura isabellae","White-browed Purpletuft"
"Passeriformes","Tityridae","Iodopleura","fusca","Iodopleura fusca","Dusky Purpletuft"
"Passeriformes","Tityridae","Iodopleura","pipra","Iodopleura pipra","Buff-throated Purpletuft"
"Passeriformes","Tityridae","Laniisoma","elegans","Laniisoma elegans","Shrike-like Cotinga"
"Passeriformes","Tityridae","Xenopsaris","albinucha","Xenopsaris albinucha","White-naped Xenopsaris"
"Passeriformes","Tityridae","Pachyramphus","viridis","Pachyramphus viridis","Green-backed Becard"
"Passeriformes","Tityridae","Pachyramphus","versicolor","Pachyramphus versicolor","Barred Becard"
"Passeriformes","Tityridae","Pachyramphus","spodiurus","Pachyramphus spodiurus","Slaty Becard"
"Passeriformes","Tityridae","Pachyramphus","rufus","Pachyramphus rufus","Cinereous Becard"
"Passeriformes","Tityridae","Pachyramphus","cinnamomeus","Pachyramphus cinnamomeus","Cinnamon Becard"
"Passeriformes","Tityridae","Pachyramphus","castaneus","Pachyramphus castaneus","Chestnut-crowned Becard"
"Passeriformes","Tityridae","Pachyramphus","salvini","Pachyramphus salvini","Cryptic Becard"
"Passeriformes","Tityridae","Pachyramphus","polychopterus","Pachyramphus polychopterus","White-winged Becard"
"Passeriformes","Tityridae","Pachyramphus","albogriseus","Pachyramphus albogriseus","Black-and-white Becard"
"Passeriformes","Tityridae","Pachyramphus","marginatus","Pachyramphus marginatus","Black-capped Becard"
"Passeriformes","Tityridae","Pachyramphus","surinamus","Pachyramphus surinamus","Glossy-backed Becard"
"Passeriformes","Tityridae","Pachyramphus","homochrous","Pachyramphus homochrous","One-colored Becard"
"Passeriformes","Tityridae","Pachyramphus","minor","Pachyramphus minor","Pink-throated Becard"
"Passeriformes","Tityridae","Pachyramphus","validus","Pachyramphus validus","Crested Becard"
"Passeriformes","Oxyruncidae","Oxyruncus","cristatus","Oxyruncus cristatus","Sharpbill"
"Passeriformes","Onychorhynchidae","Onychorhynchus","coronatus","Onychorhynchus coronatus","Royal Flycatcher"
"Passeriformes","Onychorhynchidae","Terenotriccus","erythrurus","Terenotriccus erythrurus","Ruddy-tailed Flycatcher"
"Passeriformes","Onychorhynchidae","Myiobius","villosus","Myiobius villosus","Tawny-breasted Flycatcher"
"Passeriformes","Onychorhynchidae","Myiobius","barbatus","Myiobius barbatus","Sulphur-rumped Flycatcher"
"Passeriformes","Onychorhynchidae","Myiobius","atricaudus","Myiobius atricaudus","Black-tailed Flycatcher"
"Passeriformes","Tyrannidae","Piprites","chloris","Piprites chloris","Wing-barred Piprites"
"Passeriformes","Tyrannidae","Piprites","pileata","Piprites pileata","Black-capped Piprites"
"Passeriformes","Tyrannidae","Calyptura","cristata","Calyptura cristata","Kinglet Calyptura"
"Passeriformes","Tyrannidae","Neopipo","cinnamomea","Neopipo cinnamomea","Cinnamon Manakin-Tyrant"
"Passeriformes","Tyrannidae","Platyrinchus","saturatus","Platyrinchus saturatus","Cinnamon-crested Spadebill"
"Passeriformes","Tyrannidae","Platyrinchus","mystaceus","Platyrinchus mystaceus","White-throated Spadebill"
"Passeriformes","Tyrannidae","Platyrinchus","coronatus","Platyrinchus coronatus","Golden-crowned Spadebill"
"Passeriformes","Tyrannidae","Platyrinchus","flavigularis","Platyrinchus flavigularis","Yellow-throated Spadebill"
"Passeriformes","Tyrannidae","Platyrinchus","platyrhynchos","Platyrinchus platyrhynchos","White-crested Spadebill"
"Passeriformes","Tyrannidae","Platyrinchus","leucoryphus","Platyrinchus leucoryphus","Russet-winged Spadebill"
"Passeriformes","Tyrannidae","Pseudotriccus","pelzelni","Pseudotriccus pelzelni","Bronze-olive Pygmy-Tyrant"
"Passeriformes","Tyrannidae","Pseudotriccus","simplex","Pseudotriccus simplex","Hazel-fronted Pygmy-Tyrant"
"Passeriformes","Tyrannidae","Pseudotriccus","ruficeps","Pseudotriccus ruficeps","Rufous-headed Pygmy-Tyrant"
"Passeriformes","Tyrannidae","Corythopis","torquatus","Corythopis torquatus","Ringed Antpipit"
"Passeriformes","Tyrannidae","Corythopis","delalandi","Corythopis delalandi","Southern Antpipit"
"Passeriformes","Tyrannidae","Pogonotriccus","difficilis","Pogonotriccus difficilis","Serra do Mar Bristle-Tyrant"
"Passeriformes","Tyrannidae","Pogonotriccus","eximius","Pogonotriccus eximius","Southern Bristle-Tyrant"
"Passeriformes","Tyrannidae","Pogonotriccus","lanyoni","Pogonotriccus lanyoni","Antioquia Bristle-Tyrant"
