"Order","Family","Genus","species","Scientific name","English name"
"Passeriformes","Furnariidae","Dendrocincla","turdina","Dendrocincla turdina","Plain-winged Woodcreeper"
"Passeriformes","Furnariidae","Glyphorynchus","spirurus","Glyphorynchus spirurus","Wedge-billed Woodcreeper"
"Passeriformes","Furnariidae","Dendrexetastes","rufigula","Dendrexetastes rufigula","Cinnamon-throated Woodcreeper"
"Passeriformes","Furnariidae","Nasica","longirostris","Nasica longirostris","Long-billed Woodcreeper"
"Passeriformes","Furnariidae","Dendrocolaptes","sanctithomae","Dendrocolaptes sanctithomae","Northern Barred-Woodcreeper"
"Passeriformes","Furnariidae","Dendrocolaptes","certhia","Dendrocolaptes certhia","Amazonian Barred-Woodcreeper"
"Passeriformes","Furnariidae","Dendrocolaptes","picumnus","Dendrocolaptes picumnus","Black-banded Woodcreeper"
"Passeriformes","Furnariidae","Dendrocolaptes","hoffmannsi","Dendrocolaptes hoffmannsi","Hoffmanns's Woodcreeper"
"Passeriformes","Furnariidae","Dendrocolaptes","platyrostris","Dendrocolaptes platyrostris","Planalto Woodcreeper"
"Passeriformes","Furnariidae","Hylexetastes","stresemanni","Hylexetastes stresemanni","Bar-bellied Woodcreeper"
"Passeriformes","Furnariidae","Hylexetastes","perrotii","Hylexetastes perrotii","Red-billed Woodcreeper"
"Passeriformes","Furnariidae","Hylexetastes","uniformis","Hylexetastes uniformis","Uniform Woodcreeper"
"Passeriformes","Furnariidae","Xiphocolaptes","promeropirhynchus","Xiphocolaptes promeropirhynchus","Strong-billed Woodcreeper"
"Passeriformes","Furnariidae","Xiphocolaptes","falcirostris","Xiphocolaptes falcirostris","Moustached Woodcreeper"
"Passeriformes","Furnariidae","Xiphocolaptes","albicollis","Xiphocolaptes albicollis","White-throated Woodcreeper"
"Passeriformes","Furnariidae","Xiphocolaptes","major","Xiphocolaptes major","Great Rufous Woodcreeper"
"Passeriformes","Furnariidae","Xiphorhynchus","obsoletus","Xiphorhynchus obsoletus","Striped Woodcreeper"
"Passeriformes","Furnariidae","Xiphorhynchus","atlanticus","Xiphorhynchus atlanticus","Ceara Woodcreeper"
"Passeriformes","Furnariidae","Xiphorhynchus","fuscus","Xiphorhynchus fuscus","Lesser Woodcreeper"
"Passeriformes","Furnariidae","Xiphorhynchus","pardalotus","Xiphorhynchus pardalotus","Chestnut-rumped Woodcreeper"
"Passeriformes","Furnariidae","Xiphorhynchus","ocellatus","Xiphorhynchus ocellatus","Ocellated Woodcreeper"
"Passeriformes","Furnariidae","Xiphorhynchus","elegans","Xiphorhynchus elegans","Elegant Woodcreeper"
"Passeriformes","Furnariidae","Xiphorhynchus","spixii","Xiphorhynchus spixii","Spix's Woodcreeper"
"Passeriformes","Furnariidae","Xiphorhynchus","susurrans","Xiphorhynchus susurrans","Cocoa Woodcreeper"
"Passeriformes","Furnariidae","Xiphorhynchus","guttatus","Xiphorhynchus guttatus","Buff-throated Woodcreeper"
"Passeriformes","Furnariidae","Xiphorhynchus","lachrymosus","Xiphorhynchus lachrymosus","Black-striped Woodcreeper"
"Passeriformes","Furnariidae","Xiphorhynchus","erythropygius","Xiphorhynchus erythropygius","Spotted Woodcreeper"
"Passeriformes","Furnariidae","Xiphorhynchus","triangularis","Xiphorhynchus triangularis","Olive-backed Woodcreeper"
"Passeriformes","Furnariidae","Dendroplex","picus","Dendroplex picus","Straight-billed Woodcreeper"
"Passeriformes","Furnariidae","Dendroplex","kienerii","Dendroplex kienerii","Zimmer's Woodcreeper"
"Passeriformes","Furnariidae","Campylorhamphus","trochilirostris","Campylorhamphus trochilirostris","Red-billed Scythebill"
"Passeriformes","Furnariidae","Campylorhamphus","falcularius","Campylorhamphus falcularius","Black-billed Scythebill"
"Passeriformes","Furnariidae","Campylorhamphus","procurvoides","Campylorhamphus procurvoides","Curve-billed Scythebill"
"Passeriformes","Furnariidae","Campylorhamphus","pusillus","Campylorhamphus pusillus","Brown-billed Scythebill"
"Passeriformes","Furnariidae","Drymotoxeres","pucheranii","Drymotoxeres pucheranii","Greater Scythebill"
"Passeriformes","Furnariidae","Drymornis","bridgesii","Drymornis bridgesii","Scimitar-billed Woodcreeper"
"Passeriformes","Furnariidae","Lepidocolaptes","souleyetii","Lepidocolaptes souleyetii","Streak-headed Woodcreeper"
"Passeriformes","Furnariidae","Lepidocolaptes","angustirostris","Lepidocolaptes angustirostris","Narrow-billed Woodcreeper"
"Passeriformes","Furnariidae","Lepidocolaptes","lacrymiger","Lepidocolaptes lacrymiger","Montane Woodcreeper"
"Passeriformes","Furnariidae","Lepidocolaptes","squamatus","Lepidocolaptes squamatus","Scaled Woodcreeper"
"Passeriformes","Furnariidae","Lepidocolaptes","falcinellus","Lepidocolaptes falcinellus","Scalloped Woodcreeper"
"Passeriformes","Furnariidae","Lepidocolaptes","duidae","Lepidocolaptes duidae","Duida Woodcreeper"
"Passeriformes","Furnariidae","Lepidocolaptes","albolineatus","Lepidocolaptes albolineatus","Guianan Woodcreeper"
"Passeriformes","Furnariidae","Lepidocolaptes","fatimalimae","Lepidocolaptes fatimalimae","Inambari Woodcreeper"
"Passeriformes","Furnariidae","Lepidocolaptes","fuscicapillus","Lepidocolaptes fuscicapillus","Dusky-capped Woodcreeper"
"Passeriformes","Furnariidae","Xenops","tenuirostris","Xenops tenuirostris","Slender-billed Xenops"
"Passeriformes","Furnariidae","Xenops","mexicanus","Xenops mexicanus","Northern Plain-Xenops"
"Passeriformes","Furnariidae","Xenops","genibarbis","Xenops genibarbis","Amazonian Plain-Xenops"
"Passeriformes","Furnariidae","Xenops","minutus","Xenops minutus","Atlantic Plain-Xenops"
"Passeriformes","Furnariidae","Xenops","rutilans","Xenops rutilans","Streaked Xenops"
"Passeriformes","Furnariidae","Berlepschia","rikeri","Berlepschia rikeri","Point-tailed Palmcreeper"
"Passeriformes","Furnariidae","Microxenops","milleri","Microxenops milleri","Rufous-tailed Xenops"
"Passeriformes","Furnariidae","Pygarrhichas","albogularis","Pygarrhichas albogularis","White-throated Treerunner"
"Passeriformes","Furnariidae","Ochetorhynchus","andaecola","Ochetorhynchus andaecola","Rock Earthcreeper"
"Passeriformes","Furnariidae","Ochetorhynchus","ruficaudus","Ochetorhynchus ruficaudus","Straight-billed Earthcreeper"
"Passeriformes","Furnariidae","Ochetorhynchus","phoenicurus","Ochetorhynchus phoenicurus","Band-tailed Earthcreeper"
"Passeriformes","Furnariidae","Ochetorhynchus","melanurus","Ochetorhynchus melanurus","Crag Chilia"
"Passeriformes","Furnariidae","Pseudocolaptes","johnsoni","Pseudocolaptes johnsoni","Pacific Tuftedcheek"
"Passeriformes","Furnariidae","Pseudocolaptes","boissonneautii","Pseudocolaptes boissonneautii","Streaked Tuftedcheek"
"Passeriformes","Furnariidae","Premnornis","guttuliger","Premnornis guttuliger","Rusty-winged Barbtail"
"Passeriformes","Furnariidae","Tarphonomus","harterti","Tarphonomus harterti","Bolivian Earthcreeper"
"Passeriformes","Furnariidae","Tarphonomus","certhioides","Tarphonomus certhioides","Chaco Earthcreeper"
"Passeriformes","Furnariidae","Furnarius","figulus","Furnarius figulus","Wing-banded Hornero"
"Passeriformes","Furnariidae","Furnarius","leucopus","Furnarius leucopus","Pale-legged Hornero"
"Passeriformes","Furnariidae","Furnarius","torridus","Furnarius torridus","Pale-billed Hornero"
"Passeriformes","Furnariidae","Furnarius","minor","Furnarius minor","Lesser Hornero"
"Passeriformes","Furnariidae","Furnarius","rufus","Furnarius rufus","Rufous Hornero"
"Passeriformes","Furnariidae","Furnarius","cristatus","Furnarius cristatus","Crested Hornero"
"Passeriformes","Furnariidae","Lochmias","nematura","Lochmias nematura","Sharp-tailed Streamcreeper"
"Passeriformes","Furnariidae","Phleocryptes","melanops","Phleocryptes melanops","Wren-like Rushbird"
"Passeriformes","Furnariidae","Limnornis","curvirostris","Limnornis curvirostris","Curve-billed Reedhaunter"
"Passeriformes","Furnariidae","Geocerthia","serrana","Geocerthia serrana","Striated Earthcreeper"
"Passeriformes","Furnariidae","Upucerthia","saturatior","Upucerthia saturatior","Patagonian Forest Earthcreeper"
"Passeriformes","Furnariidae","Upucerthia","dumetaria","Upucerthia dumetaria","Scale-throated Earthcreeper"
"Passeriformes","Furnariidae","Upucerthia","albigula","Upucerthia albigula","White-throated Earthcreeper"
"Passeriformes","Furnariidae","Upucerthia","validirostris","Upucerthia validirostris","Buff-breasted Earthcreeper"
"Passeriformes","Furnariidae","Cinclodes","pabsti","Cinclodes pabsti","Long-tailed Cinclodes"
"Passeriformes","Furnariidae","Cinclodes","fuscus","Cinclodes fuscus","Buff-winged Cinclodes"
"Passeriformes","Furnariidae","Cinclodes","antarcticus","Cinclodes antarcticus","Blackish Cinclodes"
"Passeriformes","Furnariidae","Cinclodes","comechingonus","Cinclodes comechingonus","Cordoba Cinclodes"
"Passeriformes","Furnariidae","Cinclodes","albidiventris","Cinclodes albidiventris","Chestnut-winged Cinclodes"
"Passeriformes","Furnariidae","Cinclodes","olrogi","Cinclodes olrogi","Olrog's Cinclodes"
"Passeriformes","Furnariidae","Cinclodes","albiventris","Cinclodes albiventris","Cream-winged Cinclodes"
"Passeriformes","Furnariidae","Cinclodes","oustaleti","Cinclodes oustaleti","Gray-flanked Cinclodes"
"Passeriformes","Furnariidae","Cinclodes","excelsior","Cinclodes excelsior","Stout-billed Cinclodes"
"Passeriformes","Furnariidae","Cinclodes","aricomae","Cinclodes aricomae","Royal Cinclodes"
"Passeriformes","Furnariidae","Cinclodes","palliatus","Cinclodes palliatus","White-bellied Cinclodes"
"Passeriformes","Furnariidae","Cinclodes","atacamensis","Cinclodes atacamensis","White-winged Cinclodes"
"Passeriformes","Furnariidae","Cinclodes","patagonicus","Cinclodes patagonicus","Dark-bellied Cinclodes"
"Passeriformes","Furnariidae","Cinclodes","taczanowskii","Cinclodes taczanowskii","Surf Cinclodes"
"Passeriformes","Furnariidae","Cinclodes","nigrofumosus","Cinclodes nigrofumosus","Seaside Cinclodes"
"Passeriformes","Furnariidae","Anabazenops","dorsalis","Anabazenops dorsalis","Dusky-cheeked Foliage-gleaner"
"Passeriformes","Furnariidae","Anabazenops","fuscus","Anabazenops fuscus","White-collared Foliage-gleaner"
"Passeriformes","Furnariidae","Neophilydor","fuscipenne","Neophilydor fuscipenne","Slaty-winged Foliage-gleaner"
"Passeriformes","Furnariidae","Neophilydor","erythrocercum","Neophilydor erythrocercum","Rufous-rumped Foliage-gleaner"
"Passeriformes","Furnariidae","Megaxenops","parnaguae","Megaxenops parnaguae","Great Xenops"
"Passeriformes","Furnariidae","Cichlocolaptes","leucophrus","Cichlocolaptes leucophrus","Pale-browed Treehunter"
"Passeriformes","Furnariidae","Heliobletus","contaminatus","Heliobletus contaminatus","Sharp-billed Treehunter"
"Passeriformes","Furnariidae","Philydor","novaesi","Philydor novaesi","Alagoas Foliage-gleaner"
"Passeriformes","Furnariidae","Philydor","atricapillus","Philydor atricapillus","Black-capped Foliage-gleaner"
"Passeriformes","Furnariidae","Philydor","pyrrhodes","Philydor pyrrhodes","Cinnamon-rumped Foliage-gleaner"
"Passeriformes","Furnariidae","Anabacerthia","striaticollis","Anabacerthia striaticollis","Montane Foliage-gleaner"
"Passeriformes","Furnariidae","Anabacerthia","variegaticeps","Anabacerthia variegaticeps","Scaly-throated Foliage-gleaner"
"Passeriformes","Furnariidae","Anabacerthia","ruficaudata","Anabacerthia ruficaudata","Rufous-tailed Foliage-gleaner"
"Passeriformes","Furnariidae","Anabacerthia","amaurotis","Anabacerthia amaurotis","White-browed Foliage-gleaner"
"Passeriformes","Furnariidae","Anabacerthia","lichtensteini","Anabacerthia lichtensteini","Ochre-breasted Foliage-gleaner"
"Passeriformes","Furnariidae","Syndactyla","rufosuperciliata","Syndactyla rufosuperciliata","Buff-browed Foliage-gleaner"
"Passeriformes","Furnariidae","Syndactyla","dimidiata","Syndactyla dimidiata","Russet-mantled Foliage-gleaner"
"Passeriformes","Furnariidae","Syndactyla","roraimae","Syndactyla roraimae","White-throated Foliage-gleaner"
"Passeriformes","Furnariidae","Syndactyla","subalaris","Syndactyla subalaris","Lineated Foliage-gleaner"
"Passeriformes","Furnariidae","Syndactyla","ruficollis","Syndactyla ruficollis","Rufous-necked Foliage-gleaner"
"Passeriformes","Furnariidae","Syndactyla","guttulata","Syndactyla guttulata","Guttulate Foliage-gleaner"
"Passeriformes","Furnariidae","Syndactyla","ucayalae","Syndactyla ucayalae","Peruvian Recurvebill"
"Passeriformes","Furnariidae","Syndactyla","striata","Syndactyla striata","Bolivian Recurvebill"
"Passeriformes","Furnariidae","Ancistrops","strigilatus","Ancistrops strigilatus","Chestnut-winged Hookbill"
"Passeriformes","Furnariidae","Dendroma","rufa","Dendroma rufa","Buff-fronted Foliage-gleaner"
"Passeriformes","Furnariidae","Dendroma","erythroptera","Dendroma erythroptera","Chestnut-winged Foliage-gleaner"
"Passeriformes","Furnariidae","Clibanornis","rectirostris","Clibanornis rectirostris","Chestnut-capped Foliage-gleaner"
"Passeriformes","Furnariidae","Clibanornis","dendrocolaptoides","Clibanornis dendrocolaptoides","Canebrake Groundcreeper"
"Passeriformes","Furnariidae","Clibanornis","erythrocephalus","Clibanornis erythrocephalus","Henna-hooded Foliage-gleaner"
"Passeriformes","Furnariidae","Clibanornis","rubiginosus","Clibanornis rubiginosus","Ruddy Foliage-gleaner"
"Passeriformes","Furnariidae","Clibanornis","rufipectus","Clibanornis rufipectus","Santa Marta Foliage-gleaner"
"Passeriformes","Furnariidae","Thripadectes","ignobilis","Thripadectes ignobilis","Uniform Treehunter"
"Passeriformes","Furnariidae","Thripadectes","flammulatus","Thripadectes flammulatus","Flammulated Treehunter"
"Passeriformes","Furnariidae","Thripadectes","scrutator","Thripadectes scrutator","Rufous-backed Treehunter"
"Passeriformes","Furnariidae","Thripadectes","holostictus","Thripadectes holostictus","Striped Treehunter"
"Passeriformes","Furnariidae","Thripadectes","virgaticeps","Thripadectes virgaticeps","Streak-capped Treehunter"
"Passeriformes","Furnariidae","Thripadectes","melanorhynchus","Thripadectes melanorhynchus","Black-billed Treehunter"
"Passeriformes","Furnariidae","Automolus","rufipileatus","Automolus rufipileatus","Chestnut-crowned Foliage-gleaner"
"Passeriformes","Furnariidae","Automolus","melanopezus","Automolus melanopezus","Brown-rumped Foliage-gleaner"
"Passeriformes","Furnariidae","Automolus","ochrolaemus","Automolus ochrolaemus","Buff-throated Foliage-gleaner"
"Passeriformes","Furnariidae","Automolus","subulatus","Automolus subulatus","Striped Woodhaunter"
"Passeriformes","Furnariidae","Automolus","infuscatus","Automolus infuscatus","Olive-backed Foliage-gleaner"
"Passeriformes","Furnariidae","Automolus","paraensis","Automolus paraensis","Para Foliage-gleaner"
"Passeriformes","Furnariidae","Automolus","lammi","Automolus lammi","Pernambuco Foliage-gleaner"
"Passeriformes","Furnariidae","Automolus","leucophthalmus","Automolus leucophthalmus","White-eyed Foliage-gleaner"
"Passeriformes","Furnariidae","Premnoplex","brunnescens","Premnoplex brunnescens","Spotted Barbtail"
"Passeriformes","Furnariidae","Premnoplex","tatei","Premnoplex tatei","White-throated Barbtail"
"Passeriformes","Furnariidae","Margarornis","stellatus","Margarornis stellatus","Fulvous-dotted Treerunner"
"Passeriformes","Furnariidae","Margarornis","squamiger","Margarornis squamiger","Pearled Treerunner"
"Passeriformes","Furnariidae","Aphrastura","spinicauda","Aphrastura spinicauda","Thorn-tailed Rayadito"
"Passeriformes","Furnariidae","Aphrastura","masafuerae","Aphrastura masafuerae","Masafuera Rayadito"
"Passeriformes","Furnariidae","Sylviorthorhynchus","desmursii","Sylviorthorhynchus desmursii","Des Murs's Wiretail"
"Passeriformes","Furnariidae","Sylviorthorhynchus","yanacensis","Sylviorthorhynchus yanacensis","Tawny Tit-Spinetail"
"Passeriformes","Furnariidae","Leptasthenura","fuliginiceps","Leptasthenura fuliginiceps","Brown-capped Tit-Spinetail"
"Passeriformes","Furnariidae","Leptasthenura","platensis","Leptasthenura platensis","Tufted Tit-Spinetail"
"Passeriformes","Furnariidae","Leptasthenura","aegithaloides","Leptasthenura aegithaloides","Plain-mantled Tit-Spinetail"
"Passeriformes","Furnariidae","Leptasthenura","striolata","Leptasthenura striolata","Striolated Tit-Spinetail"
"Passeriformes","Furnariidae","Leptasthenura","pileata","Leptasthenura pileata","Rusty-crowned Tit-Spinetail"
"Passeriformes","Furnariidae","Leptasthenura","xenothorax","Leptasthenura xenothorax","White-browed Tit-Spinetail"
"Passeriformes","Furnariidae","Leptasthenura","striata","Leptasthenura striata","Streaked Tit-Spinetail"
"Passeriformes","Furnariidae","Leptasthenura","andicola","Leptasthenura andicola","Andean Tit-Spinetail"
"Passeriformes","Furnariidae","Leptasthenura","setaria","Leptasthenura setaria","Araucaria Tit-Spinetail"
"Passeriformes","Furnariidae","Phacellodomus","rufifrons","Phacellodomus rufifrons","Rufous-fronted Thornbird"
"Passeriformes","Furnariidae","Phacellodomus","striaticeps","Phacellodomus striaticeps","Streak-fronted Thornbird"
"Passeriformes","Furnariidae","Phacellodomus","sibilatrix","Phacellodomus sibilatrix","Little Thornbird"
"Passeriformes","Furnariidae","Phacellodomus","dorsalis","Phacellodomus dorsalis","Chestnut-backed Thornbird"
"Passeriformes","Furnariidae","Phacellodomus","maculipectus","Phacellodomus maculipectus","Spot-breasted Thornbird"
"Passeriformes","Furnariidae","Phacellodomus","striaticollis","Phacellodomus striaticollis","Freckle-breasted Thornbird"
"Passeriformes","Furnariidae","Phacellodomus","ruber","Phacellodomus ruber","Greater Thornbird"
"Passeriformes","Furnariidae","Phacellodomus","erythrophthalmus","Phacellodomus erythrophthalmus","Orange-eyed Thornbird"
"Passeriformes","Furnariidae","Phacellodomus","ferrugineigula","Phacellodomus ferrugineigula","Orange-breasted Thornbird"
"Passeriformes","Furnariidae","Hellmayrea","gularis","Hellmayrea gularis","White-browed Spinetail"
"Passeriformes","Furnariidae","Anumbius","annumbi","Anumbius annumbi","Firewood-gatherer"
"Passeriformes","Furnariidae","Coryphistera","alaudina","Coryphistera alaudina","Lark-like Brushrunner"
"Passeriformes","Furnariidae","Asthenes","dorbignyi","Asthenes dorbignyi","Creamy-breasted Canastero"
"Passeriformes","Furnariidae","Asthenes","berlepschi","Asthenes berlepschi","Berlepsch's Canastero"
"Passeriformes","Furnariidae","Asthenes","baeri","Asthenes baeri","Short-billed Canastero"
"Passeriformes","Furnariidae","Asthenes","luizae","Asthenes luizae","Cipo Canastero"
"Passeriformes","Furnariidae","Asthenes","hudsoni","Asthenes hudsoni","Hudson's Canastero"
"Passeriformes","Furnariidae","Asthenes","anthoides","Asthenes anthoides","Austral Canastero"
"Passeriformes","Furnariidae","Asthenes","urubambensis","Asthenes urubambensis","Line-fronted Canastero"
"Passeriformes","Furnariidae","Asthenes","flammulata","Asthenes flammulata","Many-striped Canastero"
"Passeriformes","Furnariidae","Asthenes","virgata","Asthenes virgata","Junin Canastero"
"Passeriformes","Furnariidae","Asthenes","maculicauda","Asthenes maculicauda","Scribble-tailed Canastero"
"Passeriformes","Furnariidae","Asthenes","wyatti","Asthenes wyatti","Streak-backed Canastero"
"Passeriformes","Furnariidae","Asthenes","sclateri","Asthenes sclateri","Puna Canastero"
"Passeriformes","Furnariidae","Asthenes","humilis","Asthenes humilis","Streak-throated Canastero"
"Passeriformes","Furnariidae","Asthenes","modesta","Asthenes modesta","Cordilleran Canastero"
"Passeriformes","Furnariidae","Asthenes","moreirae","Asthenes moreirae","Itatiaia Spinetail"
"Passeriformes","Furnariidae","Asthenes","pyrrholeuca","Asthenes pyrrholeuca","Sharp-billed Canastero"
"Passeriformes","Furnariidae","Asthenes","harterti","Asthenes harterti","Black-throated Thistletail"
"Passeriformes","Furnariidae","Asthenes","helleri","Asthenes helleri","Puna Thistletail"
"Passeriformes","Furnariidae","Asthenes","ayacuchensis","Asthenes ayacuchensis","Ayacucho Thistletail"
"Passeriformes","Furnariidae","Asthenes","vilcabambae","Asthenes vilcabambae","Vilcabamba Thistletail"
"Passeriformes","Furnariidae","Asthenes","pudibunda","Asthenes pudibunda","Canyon Canastero"
"Passeriformes","Furnariidae","Asthenes","ottonis","Asthenes ottonis","Rusty-fronted Canastero"
"Passeriformes","Furnariidae","Asthenes","heterura","Asthenes heterura","Maquis Canastero"
"Passeriformes","Furnariidae","Asthenes","palpebralis","Asthenes palpebralis","Eye-ringed Thistletail"
"Passeriformes","Furnariidae","Asthenes","coryi","Asthenes coryi","Ochre-browed Thistletail"
"Passeriformes","Furnariidae","Asthenes","perijana","Asthenes perijana","Perija Thistletail"
"Passeriformes","Furnariidae","Asthenes","fuliginosa","Asthenes fuliginosa","White-chinned Thistletail"
"Passeriformes","Furnariidae","Asthenes","griseomurina","Asthenes griseomurina","Mouse-colored Thistletail"
"Passeriformes","Furnariidae","Acrobatornis","fonsecai","Acrobatornis fonsecai","Pink-legged Graveteiro"
"Passeriformes","Furnariidae","Metopothrix","aurantiaca","Metopothrix aurantiaca","Orange-fronted Plushcrown"
"Passeriformes","Furnariidae","Xenerpestes","minlosi","Xenerpestes minlosi","Double-banded Graytail"
"Passeriformes","Furnariidae","Xenerpestes","singularis","Xenerpestes singularis","Equatorial Graytail"
"Passeriformes","Furnariidae","Siptornis","striaticollis","Siptornis striaticollis","Spectacled Prickletail"
"Passeriformes","Furnariidae","Roraimia","adusta","Roraimia adusta","Roraiman Barbtail"
"Passeriformes","Furnariidae","Thripophaga","macroura","Thripophaga macroura","Striated Softtail"
"Passeriformes","Furnariidae","Thripophaga","cherriei","Thripophaga cherriei","Orinoco Softtail"
"Passeriformes","Furnariidae","Thripophaga","amacurensis","Thripophaga amacurensis","Delta Amacuro Softtail"
"Passeriformes","Furnariidae","Thripophaga","fusciceps","Thripophaga fusciceps","Plain Softtail"
"Passeriformes","Furnariidae","Thripophaga","berlepschi","Thripophaga berlepschi","Russet-mantled Softtail"
"Passeriformes","Furnariidae","Limnoctites","rectirostris","Limnoctites rectirostris","Straight-billed Reedhaunter"
"Passeriformes","Furnariidae","Limnoctites","sulphuriferus","Limnoctites sulphuriferus","Sulphur-bearded Reedhaunter"
"Passeriformes","Furnariidae","Cranioleuca","marcapatae","Cranioleuca marcapatae","Marcapata Spinetail"
"Passeriformes","Furnariidae","Cranioleuca","weskei","Cranioleuca weskei","Vilcabamba Spinetail"
"Passeriformes","Furnariidae","Cranioleuca","albiceps","Cranioleuca albiceps","Light-crowned Spinetail"
"Passeriformes","Furnariidae","Cranioleuca","vulpina","Cranioleuca vulpina","Rusty-backed Spinetail"
"Passeriformes","Furnariidae","Cranioleuca","vulpecula","Cranioleuca vulpecula","Parker's Spinetail"
"Passeriformes","Furnariidae","Cranioleuca","subcristata","Cranioleuca subcristata","Crested Spinetail"
"Passeriformes","Furnariidae","Cranioleuca","pyrrhophia","Cranioleuca pyrrhophia","Stripe-crowned Spinetail"
"Passeriformes","Furnariidae","Cranioleuca","henricae","Cranioleuca henricae","Bolivian Spinetail"
"Passeriformes","Furnariidae","Cranioleuca","obsoleta","Cranioleuca obsoleta","Olive Spinetail"
"Passeriformes","Furnariidae","Cranioleuca","pallida","Cranioleuca pallida","Pallid Spinetail"
"Passeriformes","Furnariidae","Cranioleuca","semicinerea","Cranioleuca semicinerea","Gray-headed Spinetail"
"Passeriformes","Furnariidae","Cranioleuca","albicapilla","Cranioleuca albicapilla","Creamy-crested Spinetail"
"Passeriformes","Furnariidae","Cranioleuca","erythrops","Cranioleuca erythrops","Red-faced Spinetail"
"Passeriformes","Furnariidae","Cranioleuca","demissa","Cranioleuca demissa","Tepui Spinetail"
"Passeriformes","Furnariidae","Cranioleuca","hellmayri","Cranioleuca hellmayri","Streak-capped Spinetail"
"Passeriformes","Furnariidae","Cranioleuca","curtata","Cranioleuca curtata","Ash-browed Spinetail"
"Passeriformes","Furnariidae","Cranioleuca","antisiensis","Cranioleuca antisiensis","Line-cheeked Spinetail"
"Passeriformes","Furnariidae","Cranioleuca","gutturata","Cranioleuca gutturata","Speckled Spinetail"
"Passeriformes","Furnariidae","Cranioleuca","muelleri","Cranioleuca muelleri","Scaled Spinetail"
"Passeriformes","Furnariidae","Pseudasthenes","humicola","Pseudasthenes humicola","Dusky-tailed Canastero"
"Passeriformes","Furnariidae","Pseudasthenes","patagonica","Pseudasthenes patagonica","Patagonian Canastero"
"Passeriformes","Furnariidae","Pseudasthenes","steinbachi","Pseudasthenes steinbachi","Steinbach's Canastero"
"Passeriformes","Furnariidae","Pseudasthenes","cactorum","Pseudasthenes cactorum","Cactus Canastero"
"Passeriformes","Furnariidae","Spartonoica","maluroides","Spartonoica maluroides","Bay-capped Wren-Spinetail"
"Passeriformes","Furnariidae","Pseudoseisura","cristata","Pseudoseisura cristata","Caatinga Cacholote"
"Passeriformes","Furnariidae","Pseudoseisura","unirufa","Pseudoseisura unirufa","Rufous Cacholote"
"Passeriformes","Furnariidae","Pseudoseisura","lophotes","Pseudoseisura lophotes","Brown Cacholote"
"Passeriformes","Furnariidae","Pseudoseisura","gutturalis","Pseudoseisura gutturalis","White-throated Cacholote"
"Passeriformes","Furnariidae","Certhiaxis","cinnamomeus","Certhiaxis cinnamomeus","Yellow-chinned Spinetail"
"Passeriformes","Furnariidae","Certhiaxis","mustelinus","Certhiaxis mustelinus","Red-and-white Spinetail"
"Passeriformes","Furnariidae","Mazaria","propinqua","Mazaria propinqua","White-bellied Spinetail"
"Passeriformes","Furnariidae","Schoeniophylax","phryganophilus","Schoeniophylax phryganophilus","Chotoy Spinetail"
"Passeriformes","Furnariidae","Synallaxis","scutata","Synallaxis scutata","Ochre-cheeked Spinetail"
"Passeriformes","Furnariidae","Synallaxis","cinerascens","Synallaxis cinerascens","Gray-bellied Spinetail"
"Passeriformes","Furnariidae","Synallaxis","gujanensis","Synallaxis gujanensis","Plain-crowned Spinetail"
"Passeriformes","Furnariidae","Synallaxis","albilora","Synallaxis albilora","White-lored Spinetail"
"Passeriformes","Furnariidae","Synallaxis","maranonica","Synallaxis maranonica","Marañon Spinetail"
"Passeriformes","Furnariidae","Synallaxis","hypochondriaca","Synallaxis hypochondriaca","Great Spinetail"
"Passeriformes","Furnariidae","Synallaxis","stictothorax","Synallaxis stictothorax","Necklaced Spinetail"
"Passeriformes","Furnariidae","Synallaxis","chinchipensis","Synallaxis chinchipensis","Chinchipe Spinetail"
"Passeriformes","Furnariidae","Synallaxis","zimmeri","Synallaxis zimmeri","Russet-bellied Spinetail"
"Passeriformes","Furnariidae","Synallaxis","brachyura","Synallaxis brachyura","Slaty Spinetail"
"Passeriformes","Furnariidae","Synallaxis","subpudica","Synallaxis subpudica","Silvery-throated Spinetail"
"Passeriformes","Furnariidae","Synallaxis","hellmayri","Synallaxis hellmayri","Red-shouldered Spinetail"
"Passeriformes","Furnariidae","Synallaxis","ruficapilla","Synallaxis ruficapilla","Rufous-capped Spinetail"
"Passeriformes","Furnariidae","Synallaxis","cinerea","Synallaxis cinerea","Bahia Spinetail"
"Passeriformes","Furnariidae","Synallaxis","infuscata","Synallaxis infuscata","Pinto's Spinetail"
"Passeriformes","Furnariidae","Synallaxis","moesta","Synallaxis moesta","Dusky Spinetail"
"Passeriformes","Furnariidae","Synallaxis","macconnelli","Synallaxis macconnelli","McConnell's Spinetail"
"Passeriformes","Furnariidae","Synallaxis","cabanisi","Synallaxis cabanisi","Cabanis's Spinetail"
"Passeriformes","Furnariidae","Synallaxis","hypospodia","Synallaxis hypospodia","Cinereous-breasted Spinetail"
"Passeriformes","Furnariidae","Synallaxis","spixi","Synallaxis spixi","Spix's Spinetail"
"Passeriformes","Furnariidae","Synallaxis","albigularis","Synallaxis albigularis","Dark-breasted Spinetail"
"Passeriformes","Furnariidae","Synallaxis","beverlyae","Synallaxis beverlyae","Rio Orinoco Spinetail"
